"id","content_type","title","description","deeplink_url","duration","provider_name","cpe_subject","channels","image_url"
"31013","COURSE","CFP Course 7: Compliance and our Strategy to Keep Counterfeiting Low / PFM Formation 7: L’observation de la loi et notre stratégie pour garder la contrefaçon à un niveau bas","Achieving consistently low levels of counterfeiting is critical to maintaining confidence in bank notes. To deter counterfeiting, Currency collaborates with law enforcement and the judiciary to monitor and respond to counterfeiting threats and to minimize their impact on Canadians. Hear from the Justice System Specialist and a Regional Office representative to learn more about different initiatives – at the national and regional level – and how we engage with this important stakeholder.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31013%26componentTypeID%3dCOURSE%26revisionDate%3d1542133178000%26fromSF%3dY&company=bankofcana","5400","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31014","COURSE","CFP Course 8: Seigniorage & Legal Tender Status / PFM Formation 8: Seigneuriage et statut de la devise officielle","We are bound by specific Acts and concepts that impact our department and our work. Seigniorage enables a central bank to generate revenue by printing and issuing bank notes while legal tender status means the Canadian government has deemed our bank notes to be the official money used in our country.

Presented by BAPD, ELS","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31014%26componentTypeID%3dCOURSE%26revisionDate%3d1542133381000%26fromSF%3dY&company=bankofcana","5400","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"32062","COURSE","COO hosted networking event / Activité de réseautage présentée par le chef de l’exploitation","As part of your onboarding experience, come and meet some of your new colleagues from across the Bank at this event hosted by our Chief Operating Officer, Filipe Dinis.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d32062%26componentTypeID%3dCOURSE%26revisionDate%3d1559821846000%26fromSF%3dY&company=bankofcana","3600","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"33015","COURSE","Student Orientation / Orientation des étudiants","Part of the Student Experience, this bilingual orientation workshop will provide you with important information as you get settled in your new work environment.  You probably want to know more about the Bank and it's culture, security awareness, compliance information and our Backpack to Briefcase program.  Not to mention you might have a number of questions on other topics which we could answer for you.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d33015%26componentTypeID%3dCOURSE%26revisionDate%3d1561638860000%26fromSF%3dY&company=bankofcana","7200","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"37004","COURSE","TEAMs familiarization session / Séance de familiarisation avec TEAM's","Welcome to the Bank of Canada’s TEAM’s familiarization session

In this session you will learn how the TEAM's tool is integrated into the Bank’s electronic as well as physical environment.

Communication is very important in this day and age and we would like to make sure that you have the necessary knowledge to take advantage of all of the features that TEAM’s has to offer.

Please join me for a fun filled informative experience.

This session will be primarily in English, however I am fully bilingual and able to answer in either official language.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d37004%26componentTypeID%3dCOURSE%26revisionDate%3d1591980626000%26fromSF%3dY&company=bankofcana","3600","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"39021","COURSE","WMH: Module 1 + 2 - Classroom / Module 1 + 2 - en classe","The classroom sessions are delivered in the language identified for the course you select when registering below. All other components of this mandatory training can be completed in English or French.

 

Module 1: Introduction to a Mentally Healthy Workplace

A high level introduction to the topic of mental health in the workplace. Designed to create awareness of the impact of mental health issues and serves as the foundation for building knowledge and practical skills throughout the program.

 

Module 2: The Leader’s Role in Managing a Mentally Healthy Workplace

In-depth development of leader skills by using the Mental Health Framework to look at managing prevention, early performance coaching, recovery, absence and return to work.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d39021%26componentTypeID%3dCOURSE%26revisionDate%3d1604058437000%26fromSF%3dY&company=bankofcana","28800","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"39084","COURSE","Required session on conduct of personal financial transactions | Session obligatoire sur conduite des transactions financières personnelles","The Code of Business Conduct and Ethics (the Code) encompasses the Bank’s conduct and ethics policies.  An important element of the Code is the section dealing with restrictions on personal financial transactions.  The scope of restriction on trading in specific securities depends on an employee’s restriction level under the Code.  Employees in positions designated Level 1, 2, 3 or 4 are subject to enhanced trading restrictions. 

To ensure that employees understand their obligations and the trading restrictions that apply to them under the Code, the Compliance Office is holding mandatory education sessions on the Personal Financial Transactions section of the Code to all new employees in positions designated Level 1, 2, 3 or 4 and to all employees newly appointed to a position designated Level 1, 2, 3 or 4. 

More information about the financial restrictions that apply to you is available on Banque Centrale. 

 

**********

Le Code de conduite professionnelle et d'éthique (le Code) englobe les politiques de la Banque en matière de conduite et d'éthique. Un élément important du Code est la section traitant des restrictions sur les transactions financières personnelles.  L'étendue des restrictions sur les opérations sur des titres spécifiques dépend du niveau de restriction d'un employé en vertu du Code.  Les employés occupant des postes désignés niveau 1, 2, 3 ou 4 sont soumis à des restrictions renforcées en matière d'opérations sur titres.

Pour assurer que les employés comprennent leurs obligations et les restrictions de négociation qui leur sont applicables en vertu du Code, le Bureau de conformité organise des sessions de formation obligatoires sur la section du Code relative aux transactions financières personnelles à tous les nouveaux employés occupant des postes désignés comme étant de niveau 1, 2, 3 ou 4 et à tous les employés nouvellement nommés à un poste désigné comme étant de niveau 1, 2, 3 ou 4.

Vous trouverez plus d'informations sur les restrictions financières qui vous concernent sur Banque Centrale.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d39084%26componentTypeID%3dCOURSE%26revisionDate%3d1607124054000%26fromSF%3dY&company=bankofcana","5400","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"40025","COURSE","Selection Centrale: Benefits and Pension Info Session (Optional) / Sélection Centrale: Séance d'info sur les avantages sociaux et le régime de pension de la Banque","(This session is part of the New Employee Onboarding Program)

Join Benefits & Pension Specialist, Annie Beaulieu, for this 1.5 hour bilingual info session about your upcoming benefits selections and pension questions.

During this session, you will:

- Learn about Selection Centrale, the benefits and pension tool, and enrolment process
- Find out what you should consider before making your final benefits selections
- Learn where to find further information about our Benefits a la Carte and Pension programs
- Have the Opportunity to ask our Specialist any questions you may have","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d40025%26componentTypeID%3dCOURSE%26revisionDate%3d1611600860000%26fromSF%3dY&company=bankofcana","5400","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"40026","COURSE","New Employee Essentials: Part 2 / Les essentiels pour les nouveaux employés : partie​​​​​​​ 2","Do you have any questions?  Perhaps other members of your cohort have the same questions you do!   As part of the New Employee Onboarding experience, this bilingual orientation workshop will provide you with the opportunity to ask questions and hear from our panel of experts, whom are joining us from many different departments within Corporate Administration.  
For the second hour, we will participate in a phishing activity facilitated by our Security Awareness team.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d40026%26componentTypeID%3dCOURSE%26revisionDate%3d1611660544000%26fromSF%3dY&company=bankofcana","7200","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"43042","COURSE","Integrating Agile and Change Management","Over the last decade, both Agile and change management have emerged as strategies to improve change outcomes. Organizations are now looking for approaches to integrate change management and Agile to improve the adoption and usage of iteratively designed solutions. In this innovative one-day workshop, explore the latest research and build specific tactics and plans for adapting change management to Agile iterative development. Learn about the best practices and frameworks for applying change management in an Agile environment.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d43042%26componentTypeID%3dCOURSE%26revisionDate%3d1621540102000%26fromSF%3dY&company=bankofcana","21600","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"48001","COURSE","Foundational Virtual Facilitation Skills Course / Cours de base sur les compétences en facilitation virtuelle","Learn how to effectively facilitate meetings and workshops in a virtual setting. Sign up for foundational and advanced training offered by the Facilitators Community of Practice. 


	Roles and responsibilities in Facilitation 
	Group facilitation principles 
	How to create engaging and productive remote experiences 
	Establish purpose and design with intention 
	Creative basis for generating ideas 
	Core virtual facilitation tools and techniques 
	Preparing the virtual learning/meeting environment 


Dates: October 12, 18, 19 & 21, from 8:30AM to 12:00PM

Workshops are capped at 20 participants. This is not a corporate offering – make sure to speak to your manager about the costs involved before registering.

The registration is a two-step process.  Prior to registering you need to complete the Chargeback Cost form and enter in your Cost Centre.  Once submitted the Course Registration tab will become active and you can register.

If you have any questions or concerns, please contact Geneviève Prasow.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d48001%26componentTypeID%3dCOURSE%26revisionDate%3d1629126694000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"48002","COURSE","Advanced Virtual Facilitation Skills Course / Compétences avancées en matière de facilitation virtuelle","Advanced Virtual Facilitation Skills

Facilitative Behaviours 
The art of advocacy and inquiry 
Group development and team dynamics 
Facilitate group decisions and testing for consensus 
Dealing with conflict and managing participation 
Strategic Planning methodology 


Dates : October 12 & 18 from 1PM to 4:30PM

Workshops are capped at 20 participants. This is not a corporate offering – make sure to speak to your manager about the costs involved before registering.

The registration is a two-step process.  Prior to registering you need to complete the Chargeback Cost form and enter in your Cost Centre.  Once submitted the Course Registration tab will become active and you can register.

If you have any questions or concerns, please contact Geneviève Prasow.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d48002%26componentTypeID%3dCOURSE%26revisionDate%3d1629127265000%26fromSF%3dY&company=bankofcana","28800","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"49009","COURSE","Storytelling: Making Better Business Connections / La narration: Établir de meilleurs relations d’affaires","It’s a scientific fact - our brains are hard-wired to remember facts and statistics when told through a story. Those who are great storytellers make better connections, increase employee engagement, appeal to all types of listeners (in-person and virtually), and motivate others to action. This 4.5 hour learning experience is specifically designed for Bank of Canada employees – from operations and data analysts to economists. Learners will stretch their thinking about ‘effective communication’, activate their storytelling muscles through practice, and walk away with practical tools they will use right away to make better business connections both internally and externally.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d49009%26componentTypeID%3dCOURSE%26revisionDate%3d1631902043000%26fromSF%3dY&company=bankofcana","16200","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"54001","COURSE","Elevating Your Listening Skills / Accroître votre capacité d’écoute","Learn and practice the skills to engage your audience, broaden or focus the conversation, and deepen the insight and understanding. Notice when you stand in the way of your own listening and discover the questions and tools to uncover and hear what’s most important.

How Participants Will Benefit:
•	Ask powerful questions that engage and uncover insights
•	Manage your assumptions and biases to listen from the other’s perspective
•	Apply tools to validate, confirm and further your understanding","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d54001%26componentTypeID%3dCOURSE%26revisionDate%3d1636404703000%26fromSF%3dY&company=bankofcana","12600","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
